TIME,AIRLINE,FLIGHT_NUMBER,TRANSACTION,TERMINAL,GATE,REMARK,data_as_of,data_loaded_at
2025/07/28 07:59:00 PM,United,UA5660,DEP,3,F10,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 04:55:00 PM,United,UA741,DEP,3,E5,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 10:03:00 PM,United,UA1603,DEP,3,F16,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 04:30:00 PM,United,UA5909,DEP,3,E2,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 04:27:00 PM,Virgin Atlantic,VS20,DEP,I,A8,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 11:20:00 PM,United,UA1369,DEP,3,E3,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 11:03:00 PM,United,UA1083,DEP,3,F17,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 07:48:00 PM,Alaska,AS114,ARR,1,B21,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 04:54:00 PM,United,UA969,ARR,I,G5,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 12:31:00 AM,American,AA2663,ARR,1,B24,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 12:56:00 PM,Southwest,WN2921,ARR,2,D4,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 09:57:00 AM,United,UA1929,DEP,3,F21,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 08:21:00 PM,Southwest,WN2830,DEP,2,D4,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 04:00:00 PM,American,AA3293,DEP,1,B27,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 12:45:00 PM,JAL,JL58,ARR,I,A5,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 01:49:00 PM,Fiji Airways,FJ870,ARR,I,B11,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 07:21:00 PM,United,UA2305,DEP,3,E7,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 06:31:00 AM,United,UA872,ARR,I,G7,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 07:32:00 PM,United,UA638,DEP,3,E4,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 05:58:00 AM,DELTA,DL2721,DEP,1,C11,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 07:25:00 AM,Alaska,AS789,DEP,1,B21,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 02:23:00 PM,United,UA195,ARR,I,G8,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 11:17:00 PM,Air Canada,AC8846,ARR,2,D11,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 01:29:00 PM,United,UA821,DEP,3,D5,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 12:54:00 PM,American,AA2387,ARR,1,B24,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 12:13:00 PM,Alaska,AS2051,DEP,1,B21,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 01:31:00 PM,United,UA901,DEP,I,G4,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 02:00:00 PM,United,UA1515,ARR,I,G12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 06:54:00 PM,United,UA1187,DEP,2,D5,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 12:49:00 PM,Alaska,AS3208,ARR,1,B12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 10:02:00 AM,United,UA717,DEP,3,E8,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 07:08:00 AM,United,UA5381,DEP,3,F8,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 03:21:00 PM,United,UA1754,ARR,3,E8,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 11:43:00 AM,United,UA1881,DEP,3,E13,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 09:16:00 AM,United,UA1679,DEP,3,D15,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 12:15:00 AM,American,AA446,ARR,1,B23,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 02:31:00 PM,United,UA1385,DEP,3,F20,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 09:12:00 PM,American,AA2410,ARR,1,B27,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 01:19:00 AM,American,AA2430,ARR,1,B15,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 09:20:00 PM,STARLUX Airlines,JX12,ARR,I,B5,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 03:01:00 PM,United,UA44,DEP,I,G6,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 09:17:00 PM,United,UA292,ARR,2,D8,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 08:39:00 PM,EVA Air,BR28,ARR,I,A9,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 02:12:00 PM,Air Canada,AC762,DEP,2,D12,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 06:39:00 AM,American,AA2098,DEP,1,B16,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 02:44:00 PM,United,UA5707,DEP,3,F9,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 10:07:00 PM,United,UA1190,ARR,3,E12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 11:44:00 PM,Frontier,F92677,ARR,I,A8,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 04:46:00 PM,British Airways,BA284,DEP,I,A11,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 05:58:00 PM,United,UA5236,ARR,3,E6,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 11:49:00 PM,JetBlue,B6134,DEP,1,B6,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 12:09:00 PM,JetBlue,B6378,DEP,1,B10,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 06:13:00 AM,JetBlue,B6434,DEP,1,B20,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 07:37:00 PM,Frontier,F93383,ARR,I,A14,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 11:09:00 PM,Alaska,AS455,DEP,1,B7,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 05:57:00 AM,DELTA,DL772,DEP,1,C6,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 02:22:00 PM,Fiji Airways,FJ870,ARR,I,A13,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 11:49:00 AM,United,UA892,ARR,I,G9,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 02:13:00 AM,ANA,NH107,DEP,I,G5,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 11:16:00 PM,United,UA555,ARR,3,F17,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 09:40:00 PM,United,UA2462,ARR,3,E9,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 08:56:00 AM,United,UA714,ARR,2,D15,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 07:38:00 PM,DELTA,DL365,ARR,1,C8,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 07:29:00 PM,United,UA1227,DEP,2,D10,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 11:11:00 PM,United,UA5854,DEP,3,F7,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 11:46:00 PM,Alaska,AS2148,ARR,1,B7,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 07:32:00 AM,Alaska,AS249,DEP,1,B8,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 01:28:00 PM,Air Canada,AC8557,ARR,2,D12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 09:59:00 AM,United,UA611,ARR,3,F20,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 07:43:00 PM,United,UA504,ARR,2,D14,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 12:46:00 PM,United,UA29,DEP,I,G5,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 02:28:00 PM,United,UA857,DEP,I,G8,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 04:01:00 PM,Alaska,AS836,ARR,1,B12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 02:11:00 PM,Southwest,WN4380,DEP,2,D3,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 01:26:00 PM,Korean Air,KE24,DEP,I,A11,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 01:48:00 PM,DELTA,DL2272,DEP,1,B19,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 03:12:00 PM,United,UA5974,ARR,3,F10,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 08:42:00 PM,American,AA1620,ARR,1,B24,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 04:40:00 PM,United,UA1243,ARR,I,G12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 01:55:00 PM,United,UA115,DEP,I,G10,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 09:17:00 AM,United,UA487,ARR,2,D15,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 09:27:00 AM,United,UA1721,DEP,3,F22,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 10:29:00 PM,United,UA5363,DEP,3,F8,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 09:46:00 AM,United,UA5571,ARR,3,F6,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 11:47:00 AM,Southwest,WN866,ARR,2,D3,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 08:55:00 PM,United,UA4654,ARR,3,F8,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/23 10:06:00 AM,Frontier,F91645,ARR,I,A14,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 01:21:00 PM,United,UA5661,DEP,3,F9,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 09:23:00 AM,United,UA2650,ARR,2,D14,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 08:37:00 PM,Singapore Airlines,SQ34,ARR,I,G9,Landed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 08:24:00 AM,Air Canada,AC760,DEP,2,D12,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 09:30:00 AM,United,UA5662,DEP,3,F10,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 10:53:00 PM,Copa Airlines,CM382,ARR,I,B10,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 06:43:00 AM,United,UA526,DEP,2,D9,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 09:14:00 AM,United,UA2,ARR,I,G13,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 09:27:00 PM,JetBlue,B6278,DEP,1,B3,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 02:30:00 PM,DELTA,DL1412,DEP,1,C5,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 06:11:00 PM,United,UA2611,DEP,3,F21,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 01:07:00 PM,DELTA,DL669,DEP,1,C8,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 12:08:00 AM,American,AA1430,ARR,1,B27,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 12:28:00 PM,Alaska,AS1166,ARR,1,B14,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/23 03:00:00 PM,Alaska,AS1225,DEP,1,B8,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 11:00:00 AM,United,UA893,DEP,I,G1,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 09:03:00 AM,United,UA5501,DEP,3,F8,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/23 10:39:00 PM,AEROMEXICO,AM698,ARR,I,A15,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 09:40:00 AM,United,UA1721,DEP,3,F22,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 12:22:00 PM,Air Canada,AC762,DEP,2,D11,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 10:36:00 AM,Alaska,AS613,ARR,1,B14,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 12:25:00 PM,Porter Airlines,PD669,ARR,I,B11,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 07:15:00 PM,United,UA1187,DEP,2,D16,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 09:42:00 AM,United,UA1175,DEP,I,G5,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 12:23:00 AM,AEROMEXICO,AM665,DEP,I,A4,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 12:12:00 PM,United,UA2356,DEP,3,E7,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 08:36:00 AM,Air Canada,AC760,DEP,2,D12,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 10:43:00 PM,Avianca,AV560,ARR,I,A12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 05:51:00 PM,United,UA301,ARR,3,E11,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/23 07:31:00 PM,United,UA362,ARR,2,D5,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 11:28:00 AM,United,UA313,DEP,3,F11,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 05:22:00 PM,United,UA59,ARR,I,G10,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 01:05:00 AM,DELTA,DL2789,DEP,1,C5,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 05:57:00 PM,American,AA1253,ARR,1,B22,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 03:07:00 PM,Alaska,AS2114,ARR,1,C1,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 01:53:00 PM,United,UA2386,DEP,3,E4,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 06:18:00 PM,Sun Country,SY396,DEP,1,B20,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 08:29:00 AM,American,AA6451,ARR,1,B22,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 08:39:00 PM,American,AA2035,ARR,1,B19,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 07:23:00 AM,Alaska,AS2047,DEP,1,B13,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 01:51:00 PM,United,UA5440,DEP,3,F9,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 08:11:00 PM,United,UA2725,ARR,3,F12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 05:15:00 PM,United,UA2216,DEP,3,F15,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 05:55:00 AM,DELTA,DL772,DEP,1,C7,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 08:38:00 PM,United,UA362,ARR,3,F19,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/23 01:12:00 PM,Alaska,AS3465,DEP,1,B7,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 06:21:00 AM,American,AA2614,DEP,1,B26,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 11:49:00 AM,Frontier,F93019,ARR,I,A14,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/23 09:19:00 AM,United,UA2348,DEP,3,F14,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 10:22:00 PM,United,UA2400,ARR,3,F19,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 10:58:00 AM,United,UA5488,ARR,3,E3,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 11:13:00 PM,Alaska,AS435,ARR,1,B17,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 03:33:00 PM,AIR FRANCE,AF83,DEP,I,A9,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 11:06:00 AM,American,AA6428,DEP,1,B23,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 07:32:00 AM,Air Canada,AC8841,DEP,2,D11,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 02:19:00 PM,United,UA857,DEP,I,G10,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 05:09:00 AM,United,UA2420,DEP,3,E10,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 08:12:00 PM,Southwest,WN2830,DEP,2,D6,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 05:30:00 PM,United,UA431,ARR,2,D5,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 01:34:00 PM,Alaska,AS3386,DEP,1,C1,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 04:25:00 PM,Virgin Atlantic,VS20,DEP,I,A2,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 05:13:00 PM,United,UA1434,DEP,3,F12,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 12:53:00 AM,DELTA,DL2789,DEP,1,C3,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 09:09:00 AM,Air Canada,AC738,DEP,1,B4,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 07:38:00 PM,Air Canada,AC568,ARR,2,D12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 05:34:00 PM,DELTA,DL1412,DEP,1,C5,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 11:11:00 PM,Alaska,AS455,DEP,1,B13,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 01:15:00 PM,United,UA5661,DEP,3,F7,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 04:36:00 PM,Southwest,WN3036,ARR,2,D6,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 08:49:00 AM,United,UA1212,DEP,3,D5,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 07:09:00 PM,DELTA,DL756,DEP,1,C5,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 02:58:00 PM,United,UA1936,ARR,3,F19,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 09:06:00 PM,United,UA926,DEP,I,G1,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 11:12:00 AM,Alaska,AS2293,ARR,1,B12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 04:24:00 PM,United,UA776,DEP,3,E8,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 01:10:00 PM,DELTA,DL2074,ARR,1,C6,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 01:53:00 PM,Alaska,AS3352,ARR,1,B9,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 03:25:00 PM,United,UA1940,ARR,3,F12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 10:54:00 PM,United,UA746,ARR,3,E11,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 12:41:00 AM,DELTA,DL690,DEP,1,C6,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 08:49:00 PM,United,UA5218,DEP,3,F8,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 03:04:00 PM,ZIPAIR,ZG26,ARR,I,A13,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 10:23:00 PM,American,AA2663,ARR,1,B26,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 12:06:00 AM,American,AA2410,DEP,1,B11,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 08:35:00 PM,American,AA2410,ARR,1,B25,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 09:36:00 PM,AEROMEXICO,AM664,ARR,I,A15,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 07:38:00 PM,United,UA5983,DEP,3,F9,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 08:01:00 PM,United,UA638,DEP,3,F16,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 05:54:00 PM,United,UA2117,ARR,3,E7,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 08:15:00 AM,Alaska,AS3462,ARR,1,B12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 10:28:00 PM,United,UA1324,ARR,3,E5,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/23 12:55:00 PM,AEROMEXICO,AM668,ARR,I,A4,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 12:18:00 PM,Air New Zealand,NZ8,ARR,I,G10,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 09:50:00 AM,DELTA,DL383,DEP,1,C8,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 03:02:00 PM,Alaska,AS3356,DEP,1,B17,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/23 12:34:00 AM,JetBlue,B6333,ARR,1,B19,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 11:02:00 AM,United,UA336,DEP,2,D16,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 07:03:00 PM,United,UA5218,DEP,3,F6,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 03:49:00 PM,American,AA3293,DEP,1,B25,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 11:41:00 AM,JetBlue,B6216,DEP,1,B3,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 05:29:00 PM,Southwest,WN3036,ARR,2,D3,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 10:41:00 AM,Air Canada,AC739,ARR,2,D12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/23 10:11:00 AM,United,UA5877,DEP,3,F8,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 08:49:00 PM,American,AA1620,ARR,1,B26,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 05:58:00 PM,United,UA5273,DEP,3,F9,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 01:58:00 PM,DELTA,DL362,DEP,1,C6,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 05:35:00 AM,American,AA3082,DEP,1,B23,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 12:56:00 AM,DELTA,DL2789,DEP,1,C5,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 01:01:00 PM,Southwest,WN3075,ARR,2,D7,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 08:35:00 AM,United,UA2492,DEP,3,E7,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 11:03:00 PM,American,AA1580,ARR,1,B27,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 01:37:00 PM,American,AA3315,ARR,1,B26,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 09:00:00 AM,United,UA862,ARR,I,G6,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
